Page number,City,Neighborhood,Size,Number of rooms,Floor number,Taxes,Price,Room mates,Furniture,Elevator,Air conditioner,Parking,Balcony,Bars,Shelter,Storeroom,Renovated,Boiler,Pets allowed
681780,פתח תקווה,מרכז,65,25,2,400,3600,0,0,0,1,0,0,0,0,0,0,0,0
681779,תל אביב יפו,מרכז,60,3,0,120,6000,0,0,0,1,0,0,0,0,0,0,0,0
681777,חולון,אגרובנק,80,1,3,0,4100,0,1,1,1,1,0,0,0,0,0,0,0
681775,תל אביב יפו,נווה שאנן,55,2,0,300,4500,1,1,0,1,0,1,0,0,0,0,0,0
681774,תל אביב יפו,600,60,1,0,0,7000,0,0,0,1,0,0,0,0,0,0,0,0
681773,תל אביב יפו,600,60,1,0,0,7000,0,0,0,1,0,0,0,0,0,0,0,0
681772,אור יהודה,קרית גיורא,73,3,4,630,3700,0,1,0,1,1,0,0,0,0,0,0,0
681771,מבשרת ציון,קסטל,123,4,0,0,5900,0,0,1,1,1,1,0,0,0,0,0,0
681770,ירושלים,הר נוף,45,2,1,0,3600,0,1,1,1,1,1,0,0,0,0,0,0
681769,ירושלים,הר נוף,45,2,1,0,3600,0,1,1,1,1,1,0,0,0,0,0,0
681768,פתח תקווה,הרצל,120,1,2,12000,6500,0,1,1,1,1,1,0,0,0,0,0,0
681767,תל אביב יפו,הצפון הישן,80,3,2,0,8000,0,0,0,1,0,0,0,0,0,0,0,0
681766,גבעתיים,כצנלסון,12,1,0,0,1500,0,1,0,1,0,0,0,0,0,0,0,0
681765,ראשון לציון,אברמוביץ,61,25,1,615,5000,0,1,1,1,1,1,0,0,0,0,0,0
681764,רמלה,אשכול,70,1,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0
681763,הר גילה,הר גילה,45,2,0,0,2900,0,1,0,0,0,1,1,0,0,0,0,0
681762,רמת גן,הגפן,40,1,1,0,3850,0,1,0,1,0,0,1,0,0,0,0,0
681761,טבריה,נוף כינרת פוריה,88,3,5,0,2000,0,1,1,1,0,1,0,0,0,0,0,0
681760,קרית גת,נאות הפרחים,116,5,1,1300,4200,0,0,1,1,1,1,0,0,0,0,0,0
681759,חולון,גרין,50,3,1,320,3500,0,1,1,1,1,0,1,0,0,0,0,0
681758,חולון,גרין,50,3,3,0,4250,0,0,1,1,1,0,0,0,0,0,0,0
681757,נתניה,מרכז,100,4,4,1000,4800,0,0,1,1,1,1,0,0,0,0,0,0
681756,טבריה,טבריה עילית,75,1,3,120,2000,1,1,0,1,0,0,1,0,0,0,0,0
681755,קרית ביאליק,התאנים,94,4,8,0,3500,1,0,1,1,1,1,1,0,0,0,0,0
681754,חולון,נאות רחל,73,3,6,0,4600,0,0,1,1,1,0,0,0,0,0,0,0
681753,בת ים,חוף הים,28,15,8,425,4200,0,1,1,1,1,0,0,0,0,0,0,0
681752,חולון,קרית שרת,90,4,2,460,5000,0,0,0,1,1,0,1,0,0,0,0,0
681751,ירושלים פסגת זאב מזרח,פסגת זאב מזרח,34,2,2,0,2880,0,0,0,0,1,0,1,0,0,0,0,0
681750,נהריה,קריית עשור,30,15,2,230,2000,0,1,0,1,0,1,0,0,0,0,0,0
681748,חיפה,קרית חיים,72,3,8,400,2950,0,1,1,1,1,0,0,0,0,0,0,0
681747,באר שבע,שכונה ו,85,1,5,700,2550,0,0,1,1,1,0,0,0,0,0,0,0
681743,אשדוד,רובע ב',47,25,0,0,2900,0,0,0,1,1,0,0,0,0,0,0,0
681742,תל אביב יפו,מרכז,75,2,1,600,9000,0,1,1,1,1,1,1,0,0,0,0,0
681741,תל אביב יפו,מרכז,75,2,1,600,9000,0,1,1,1,1,1,1,0,0,0,0,0
681740,תל אביב יפו,מרכז,75,2,1,600,9000,0,1,1,1,1,1,1,0,0,0,0,0
681739,פתח תקווה,מרכז העיר,40,2,2,0,3000,0,1,0,1,0,0,0,0,0,1,1,0
681737,קרית ביאליק,ביאליק צפון ,45,2,2,320,1900,0,1,0,1,0,0,0,0,0,0,0,0
681735,אור יהודה,בית בפארק,70,3,8,0,4800,0,0,1,0,0,0,0,0,0,0,0,0
681734,תל אביב יפו,הצפון הישן,115,4,0,800,10500,1,1,0,1,0,0,1,0,0,0,0,0
681733,אשדוד,רובע ד',110,1,5,900,4500,0,1,1,1,0,0,0,0,0,0,0,0
681730,ררמת השרון,נוה מגן,85,35,0,700,5500,0,1,0,1,0,0,0,0,0,0,0,0
681728,אור עקיבא,אור ים,92,3,3,790,3800,0,0,0,1,1,1,0,0,0,0,0,0
681727,תל אביב יפו,נווה אביבים,140,45,6,1350,15400,0,1,1,1,1,1,1,0,0,0,0,0
681726,תל אביב יפו,נווה אביבים,140,45,6,1350,15400,0,1,1,1,1,1,1,0,0,0,0,0
681724,באר שבע,שכונה ד',80,4,4,500,1300,1,1,0,1,0,0,0,0,0,0,0,0
681723,תל אביב יפו,אזור ככר המדינה,80,35,0,1100,6000,0,0,1,1,1,0,1,0,0,0,0,0
681722,חדרה,יוספטל,65,3,1,500,2950,0,0,0,0,0,0,0,0,0,0,0,0
681721,חדרה,יוספטל,65,3,1,500,2950,0,0,0,0,0,0,0,0,0,0,0,0
681720,טבריה,חוף כינרת,42,2,6,330,1850,0,1,1,1,1,1,0,1,0,1,0,0
681719,גבעת שמואל,רמת הדר,100,5,1,500,9500,0,0,1,1,1,1,0,0,0,0,0,0
681718,ירושלים,ארנונה,75,3,2,1000,4600,1,1,0,1,1,1,0,0,0,0,0,0
681716,חיפה,אחוזה,95,4,3,1320,3500,1,1,0,1,0,0,0,0,0,0,0,0
681715,בני ברק,אחיה השילוני,100,4,1,0,5200,0,0,0,1,1,1,0,0,0,0,0,0
681714,תל אביב יפו,ניר אביב,48,3,3,0,4800,0,1,0,1,0,0,0,0,0,0,0,0
681713,באר שבע,פארק הנחל,125,4,2,1200,3700,0,0,1,1,1,1,1,0,0,0,0,0
681710,נשר,נשר,45,2,1,300,2200,1,1,0,1,0,0,0,0,0,0,0,0
681709,טבריה,חוף כינרת,42,2,0,300,3200,0,1,1,1,1,0,0,0,0,0,0,0
681708,בני ברק,פרדס כץ,60,3,2,50,3500,0,0,0,1,0,0,1,0,0,0,0,0
681707,באר שבע,נווה זאב,99,3,6,700,3600,0,1,1,1,1,1,0,0,0,0,0,0
681706,ראשון לציון,רמז מערב ישן,72,3,4,0,4500,0,0,1,1,1,1,0,0,0,0,0,0
681705,קרית גת,בני ישראל,80,1,3,400,2200,1,1,0,1,1,0,1,0,0,0,0,0
681704,עפולה,מרכז העיר,100,5,4,0,3200,0,1,0,1,1,0,0,0,0,0,0,0
681702,טבריה,דגניה,110,4,1,970,3000,0,0,1,1,1,1,0,0,0,0,0,0
681700,בת ים,רמת יוסף,65,3,4,730,3200,0,0,0,1,1,0,0,0,0,0,0,0
681699,בת ים,רמת יוסף,65,3,4,730,3200,0,0,0,1,1,0,0,0,0,0,0,0
681696,רעננה,קריית הפרחים,85,3,2,900,5700,0,1,1,1,1,1,0,0,0,0,0,0
681695,בני ברק,בי בי סי,62,3,3,0,3880,1,0,1,1,1,1,1,0,0,0,0,0
681694,קרית אונו,קראון,100,5,2,0,5650,0,0,1,1,1,0,0,0,0,0,0,0
681693,מוצא עילית,שדרות הראשונים,45,2,0,360,3500,0,0,0,1,1,0,0,0,0,0,0,0
681690,נשר,רמות יצחק,75,35,3,460,2700,1,1,0,1,1,0,0,0,0,0,1,0
681689,פתח תקווה,מרכז,90,1,0,0,3200,0,1,0,1,1,0,0,0,0,0,0,0
681686,חיפה,נווה יוסף,30,15,0,220,1500,0,1,0,0,0,1,1,0,0,0,0,0
681685,תל אביב יפו,רמת הטייסים,46,3,2,350,4000,0,1,0,1,0,0,0,0,0,0,0,0
681683,נתניה,נאות הרצל,50,25,2,310,3000,0,0,0,1,1,0,0,0,0,0,0,0
681682,חיפה,הדר עליון,85,3,2,700,2800,0,1,0,1,0,1,0,0,0,0,0,0
681679,חיפה,קרית חיים,73,3,2,400,2500,1,1,0,1,0,0,0,0,0,0,0,0
681676,באר שבע,ט,100,4,4,750,3500,1,1,1,1,1,0,1,0,0,0,0,0
681675,חריש,חריש,105,5,1,0,3000,0,0,1,1,1,1,0,0,0,0,0,0
681672,נס ציונה,מרכז מזרחי,100,5,2,1100,5500,0,0,1,1,1,1,0,1,0,0,0,0
681671,חולון,אגרובנק,95,35,2,120,4500,1,1,1,1,0,0,1,0,0,0,0,0
681670,חולון,אגרובנק,95,35,2,120,4500,1,1,1,1,0,0,1,0,0,0,0,0
681669,חולון,קרית העבודה,70,25,1,600,3800,0,1,0,1,0,1,0,0,0,0,0,0
681668,תל אביב יפו,שכונת התקווה,30,15,0,0,3300,0,1,0,1,1,1,0,0,0,0,0,0
681667,תל אביב יפו,צהלון,70,3,0,350,5700,1,1,0,1,1,0,1,0,0,0,0,0
681666,תל אביב יפו,צהלון,70,3,0,350,5700,1,1,0,1,1,0,1,0,0,0,0,0
681665,אור יהודה,בית בפארק,171,6,4,0,6900,0,0,1,1,1,1,0,1,1,0,1,1
681664,חולון,אגרובנק,51,2,3,550,3300,0,0,0,1,0,1,0,0,0,0,0,0
681663,רמת גן,מרום נווה,135,5,5,1200,7200,1,1,1,1,1,0,1,0,0,0,0,0
681662,חדרה,בית אליעזר,80,3,2,590,3000,0,0,0,1,1,0,0,0,0,0,0,0
681661,ירושלים,ארמון הנציב,70,3,1,0,4200,1,0,0,0,0,0,1,0,0,0,0,0
681660,תל אביב יפו,יפו ג' - נווה גולן,73,3,1,400,4400,1,1,0,1,1,0,1,0,0,0,0,0
681659,נהריה,גבעת אוסשקין,70,35,2,600,2550,0,1,0,1,1,0,1,0,0,0,0,0
681658,ירושלים,א-טור,70,3,2,0,5500,0,1,1,0,0,0,1,0,0,0,0,0
681657,ירושלים,אבו טור,70,3,2,0,5500,1,1,1,0,0,0,1,0,0,0,0,0
681656,ירושלים,נווה יעקב,28,15,1,0,2450,0,1,0,1,0,0,1,0,0,0,0,0
681655,תל אביב יפו,לב העיר,90,1,0,560,3500,1,1,0,1,0,0,0,0,0,0,0,0
681654,חולון,קרית העבודה,40,2,4,0,2800,0,1,0,1,1,0,0,0,0,0,0,0
681652,ירשלים, גבעת הורדים,60,3,0,400,2500,0,1,0,1,0,0,0,0,0,0,0,0
681651,חיפה,קרית שפרינצק,55,25,3,300,2600,0,1,0,1,0,0,1,0,0,0,0,0
681650,רחובות,מרכז,100,4,5,1000,4500,0,1,1,1,1,0,0,0,0,0,0,0
681648,רחובות,מרכז העיר,50,2,3,0,2950,0,1,0,1,0,0,0,0,0,0,0,0
681646,תל אביב יפו,פלורנטין,38,2,1,280,3950,0,0,0,1,0,0,0,0,0,0,0,0
681643,תל אביב יפו,סלמה,60,1,0,0,3200,0,0,0,0,0,0,0,0,0,0,0,0
681640,חולון,אגרובנק,42,2,1,165,3500,0,1,1,1,0,0,1,0,0,0,0,0
681637,בת ים,שיכון ותיקים,56,25,4,300,3300,1,1,0,1,1,0,1,0,0,0,0,0
681634,54645645,6546456546,6456456,1,0,65464,45646,0,0,0,0,0,0,0,0,0,0,0,0
681633,אור עקיבא,אור ים,126,5,6,0,4800,0,0,1,1,1,1,0,0,0,0,0,0
681632,רחובות,אושיות ,65,3,3,550,3700,0,1,0,1,0,0,1,0,0,0,0,0
681631,אבו סלמאן,צתו,30,1,-1,20,220,0,0,0,0,0,0,0,0,0,0,0,0
681630,רחובות,מרכז,62,25,1,780,3400,0,0,0,1,0,0,1,0,0,0,0,0
681629,רמת גן,מרכז,60,25,2,480,4200,0,1,0,1,0,1,0,0,0,0,0,0
681628,חדרה,הפארק,108,4,1,0,4500,0,0,1,1,1,1,1,1,1,0,0,0
681625,נהלל,כביש העיגול,50,2,1,0,2200,0,0,0,1,1,1,0,0,0,0,0,0
681624,בת ים,יוספטל,100,4,2,700,4900,0,0,0,1,1,1,0,0,0,0,0,0
681622,תל אביב יפו,צהלון ,65,3,1,420,8500,0,1,1,1,1,1,0,0,0,0,0,0
681618,קרית ביאליק,ביאליק הותיקה,,3,2,700,2600,0,0,0,1,1,0,0,0,0,0,0,0
681617,בת ים,-,57,25,0,0,3700,0,0,0,1,0,0,0,0,0,0,0,0
681616,חולון,נאות רחל,100,35,4,700,3850,1,0,0,1,1,1,0,0,0,0,0,0
681614,חיפה,אחוזה,103,45,2,1500,3700,0,0,0,1,1,1,0,0,0,0,0,0
681613,חדרה,הרברט סמואל,120,4,2,900,3400,0,1,0,1,1,0,0,0,0,0,0,0
681611,באר שבע,ד,55,3,6,0,2900,0,1,1,1,1,1,0,1,0,0,0,0
681610,רמת השרון,מורשה,60,25,3,350,3900,0,1,0,1,0,0,0,0,0,0,0,0
681609,טירת כרמל,גיורא,60,3,0,350,2700,0,0,0,1,1,0,0,0,0,0,0,0
681608,טירת כרמל,גיורא,60,3,0,350,2700,0,0,0,1,1,0,0,0,0,0,0,0
681607,ירושלים,ארמון הנציב,45,1,3,0,3000,0,0,0,0,0,1,0,0,0,0,0,0
681606,עוספיה,אבא חושי,100,25,0,0,2100,0,1,0,1,1,0,0,0,0,0,0,0
681605,מזכרת בתיה,שאר השכונה,45,1,1,0,2950,0,1,0,1,0,0,1,0,0,0,0,0
681604,מזכרת בתיה,23,45,1,1,0,2950,0,1,0,1,0,0,1,0,0,0,0,0
681603,תל אביב יפו,פלורנטין,80,4,1,200,2600,0,1,1,1,0,1,1,0,0,0,0,0
681601,בת ים,שכונה,80,35,3,0,3700,0,0,0,0,0,0,0,0,0,0,0,0
681600,תל אביב יפו,נווה עופר - תל כביר,75,35,4,480,4800,1,1,0,1,1,0,1,0,0,0,0,0
681599,מגדל העמק,רמת בלפור,63,35,2,600,2500,0,1,0,1,1,0,0,0,0,0,0,0
681598,רחובות,אזורי ויצמן,24,15,0,0,2500,0,1,0,1,0,0,1,0,0,0,0,0
681597,רחובות,אזורי ויצמן,24,15,0,0,2500,0,1,0,1,0,0,1,0,0,0,0,0
681596,תל אביב יפו,כפר שלם,100,1,1,790,6200,0,0,1,1,1,1,1,0,0,0,0,0
681595,תל אביב יפו,פרישמן,19,1,0,0,3700,0,1,0,1,0,0,1,0,0,0,0,0
681594,נתניה,מרכז,72,3,4,720,3500,0,0,0,1,0,1,0,0,0,1,1,0
681592,אילת,אורים,58,2,8,360,67000,0,0,1,1,1,0,0,0,0,0,0,0
681591,חיפה,הרצליה,65,2,1,0,,1,0,0,1,0,1,0,0,0,0,0,0
681590,פתח תקווה,קרית אליעזר פרי,72,3,2,0,3500,0,0,0,0,0,0,0,0,0,0,0,0
681588,עספיא,גב ההר,60,2,1,0,2100,0,1,0,1,1,1,1,0,0,0,0,0
681587,ראשון לציון,השומר,60,25,3,0,3500,1,0,0,1,0,0,0,0,0,0,0,0
681586,ראשון לציון,השומר,60,25,3,0,3500,1,0,0,1,0,0,0,0,0,0,0,0
681585,פתח תקוה,מרכז,30,25,1,0,2750,1,1,0,1,0,0,0,0,0,0,0,0
681584,פתח תקוה,מרכז,30,25,1,0,2750,1,1,0,1,0,0,0,0,0,0,0,0
681583,חיפה,רמת שאול,60,3,1,0,2500,1,1,0,1,1,0,1,0,0,0,1,1
681582,נתניה,רמת ידין/דורה,48,3,3,350,3000,1,1,0,1,0,0,0,0,0,0,0,0
681581,ביתר עילית,האתרוג,50,3,0,0,3000,0,1,0,0,0,1,0,0,0,0,0,0
681580,חריש,חורש,100,4,4,0,3000,0,1,1,1,1,1,0,0,0,0,0,0
681578,חיפה,הדר,30,15,1,240,1700,0,0,0,1,0,0,1,0,0,1,1,1
681576,רמלה,גיורא,70,3,3,400,3400,0,1,0,1,1,0,1,0,0,0,0,0
681573,באר שבע,שכונה ב,65,3,3,0,2700,1,1,0,1,1,0,0,0,0,0,0,0
681571,רמת השרון,הדר,75,1,0,900,6500,0,0,0,1,1,0,0,0,0,0,0,0
681570,תל אביב יפו,פלורנטין,150,55,2,600,10500,1,1,0,1,0,1,0,0,0,0,0,0
681569,ראשון לציון,רמז,75,3,1,0,4700,1,1,0,1,1,0,1,0,0,0,0,0
681568,חיפה,רמת שאול,60,3,1,0,2900,0,0,0,1,0,0,1,0,0,0,0,0
681567,קרית ארבע,קרית ארבע,70,3,3,300,2000,0,1,0,1,1,0,1,0,0,0,0,0
681566,פתח תקווה,שיפר,45,2,6,400,3300,0,1,1,1,0,1,0,0,0,0,0,0
681564,ירושלים,גילה,90,35,3,500,4500,0,0,0,1,1,1,1,0,0,0,0,0
681562,נס ציונה,מרכז,100,1,1,0,4500,1,0,0,1,0,0,1,0,0,1,1,1
681561,תל אביב יפו,מער,73,3,1,0,8000,0,0,1,1,0,1,0,0,0,0,0,0
681559,אשקלון,גן הורדים,80,25,9,440,3250,0,1,1,1,1,1,0,0,0,0,0,0
681558,תל אביב יפו,יפו ד` - גבעת התמרים,52,25,3,200,3800,1,0,0,1,1,1,0,0,0,0,0,0
681557,ירושלים,נווה יעקב,55,2,2,0,2500,0,0,0,0,0,0,1,0,0,0,0,0
681556,שדרות,בן גוריון,132,5,4,600,5000,0,0,1,1,1,1,0,0,0,0,0,0
681555,ראשון לציון,רמז,110,5,5,700,5800,1,0,1,1,1,0,1,0,0,0,0,0
681554,פתח תקווה,מחנה יהודה,100,4,3,1105,4750,1,0,1,1,1,0,0,0,0,0,0,0
681552,נתניה, נילי,15,1,0,0,1299,1,1,0,1,1,1,1,0,0,0,0,0
681551,בית שמש ,קריה,48,2,0,0,2799,0,1,0,1,1,0,1,0,0,0,0,0
681550,רמת השרון,נווה רסקו,60,3,0,0,6500,0,1,0,1,0,1,1,0,0,0,0,0
681547,נצרת עילית,הריונה,60,2,2,0,2200,0,1,0,1,1,0,0,0,0,0,0,0
681546,פתח תקווה,שיפר,84,4,0,870,3900,0,1,0,1,1,0,0,0,0,0,0,0
681545,פתח תקווה,שיפר,84,4,0,870,3900,0,1,0,1,1,0,0,0,0,0,0,0
681544,אור עקיבא,אורות,145,5,6,0,5000,0,0,1,1,1,1,0,0,0,0,0,0
681543,אור עקיבא,אור ים,145,5,6,0,5000,0,0,1,1,1,1,0,0,0,0,0,0
681539,הרצליה,יד התשעה,60,1,1,350,4500,1,1,0,1,0,0,0,0,0,0,0,0
681536,תל אביב יפו,הצפון הישן,100,4,2,600,12500,1,1,0,1,0,0,1,0,0,0,0,0
681535,אילת,צופית עלית,80,1,4,550,3800,0,1,0,1,0,0,0,0,0,0,0,0
681534,חולון,גרין,72,1,1,600,4300,1,1,1,1,0,1,0,0,0,0,0,0
681533,תל אביב יפו,שכונת התקווה,22,1,0,0,2650,0,1,0,1,1,0,1,0,0,0,1,0
681532,חולו,תל גיבורים,50,3,3,300,100,1,1,0,1,1,0,1,0,0,0,0,0
681531,חולון, תל גיבורים,50,3,3,300,100,1,1,0,1,1,0,1,0,0,0,0,0
681530,לוד,גני אביב,70,3,2,0,3000,0,1,0,1,1,0,0,0,0,0,0,0
681529,ראשון לציון,נעורים,96,3,7,780,4500,0,1,1,1,1,1,1,0,0,0,0,0
681527,בת ים,לב העיר,66,2,,0,3600,0,0,0,1,1,1,1,0,0,0,0,0
681526,ראשון לציון,נווה הדרים,130,45,5,1100,6000,0,1,1,1,1,0,1,0,0,0,0,0
681525,תל אביב יפו,לב יפו,70,3,1,0,4200,1,1,0,1,1,1,0,0,0,0,0,0
681524,קרית ים,מתחם ניצן,75,3,3,600,2700,0,1,0,1,0,0,0,0,0,0,0,0
681523,בת ים,דרום מערב ותיק,80,3,4,0,3650,0,0,0,1,1,1,1,0,0,0,0,0
681522,קרית ביאליק,סביניה,50,2,1,0,2300,0,0,0,1,0,0,1,0,0,0,0,0
681519,חולון,נאות רחל,92,4,2,900,5700,0,1,1,1,1,1,1,0,0,0,0,0
681517,נוף הגליל,שכונת שלום,80,35,1,0,10,0,0,0,1,1,0,1,0,0,0,0,0
681516,נוף הגליל,רחוב דרך אריאל שרון,80,35,1,0,10,0,1,0,1,1,0,1,0,0,0,0,0
681515,נוף הגליל,רחוב דרך אריאל שרון,80,35,1,0,10,0,1,0,1,1,0,1,0,0,0,0,0
681513,כפר סבא,הגליל 45 ,90,3,0,700,4500,0,1,1,1,1,0,0,0,0,0,0,0
681512,חיפה,נווה שאנן,55,25,0,490,2200,0,1,0,1,1,0,1,0,0,0,0,0
681511,ירושלים,קרית משה,80,35,1,0,6800,0,0,0,0,0,1,1,0,0,0,0,0
681510,אשקלון,הטיילת,37,1,0,260,3000,0,1,1,1,1,1,0,0,0,0,0,0
681509,תל אביב,מונטיפיורי,63,2,1,700,6500,0,1,1,1,1,1,0,0,0,0,0,0
681508,ירושלים,גבעת מרדכי,95,5,1,0,7000,0,1,0,1,0,0,1,0,0,0,0,0
681507,חולון,קריית שרת,83,4,4,930,4600,0,1,1,1,1,1,1,0,0,0,0,0
681506,פתח תקווה,כפר גנים ב,75,3,2,850,4000,0,0,0,1,0,0,0,0,0,0,0,0
681505,פתח תקווה,כפר גנים ב,75,3,2,850,4000,0,0,0,1,0,0,0,0,0,0,0,0
681504,ראשון לציון,רביבים,90,4,1,880,3750,1,0,0,1,1,0,1,0,0,0,0,0
681503,נתניה,מרכז העיר ,120,5,4,1150,4200,0,1,0,1,0,1,0,0,0,0,0,0
681502,בית דגן,צמרות,139,5,6,0,1,0,0,1,1,1,1,0,0,0,0,0,0
681501,תל אביב יפו,גבעת עלייה ,72,3,2,300,4200,1,0,0,0,1,0,0,0,0,0,0,0
681500,קצרין,משעול אודם,75,3,3,0,,1,1,0,1,1,0,0,0,0,0,0,0
681499,ראשון לציון,רמב``ם,73,3,2,600,4500,1,0,0,1,0,1,0,0,0,0,0,0
681495,כפר יונה,שרונה,130,5,2,1450,5500,0,1,1,1,1,1,0,0,0,0,0,0
681494,ירושלים ,שמואל הנביא,30,1,0,0,2500,0,1,0,1,0,0,0,0,0,0,0,0
681493,פתח תקווה,לב המושבה,60,25,1,600,4000,1,1,0,1,0,1,1,0,0,0,0,0
681492,רחובות,נווה אלון,70,3,1,800,4200,0,1,0,1,1,0,1,0,0,0,0,0
681491,חולון,דירה 3 חדרים,70,,2,500,3800,1,1,0,1,0,0,0,0,0,0,0,0
681490,פרדס חנה - כרכור,נוה רותם,73,3,1,0,3400,0,1,0,1,1,1,0,0,0,0,0,0
681489,שמואל הנביא,שמואל,30,1,0,0,2500,0,1,0,1,0,0,1,0,0,0,0,0
681488,ראשון לציון,שיכון המזרח,90,3,0,0,5000,1,0,0,1,1,1,0,0,0,0,0,0
681487,פתח תקווה,מרכז,75,3,3,0,3200,1,0,0,1,0,0,1,0,0,0,0,0
681486,פתח תקווה,מרכז העיר,88,35,2,920,4300,0,0,1,1,1,0,0,0,0,0,0,0
681485,פתח תקווה,מרכז העיר,88,35,2,920,4300,0,0,1,1,1,0,0,0,0,0,0,0
681483,תל אביב יפו,הצפון הישן,55,2,0,0,7500,0,1,1,1,0,0,1,0,0,0,0,0
681480,קרית גת,שדרות גת,54,3,3,0,2300,1,0,0,1,1,0,1,0,0,0,0,0
681479,הרצליה,הרצליה הירוקה,115,4,1,1200,6900,0,0,1,1,1,0,0,0,0,0,0,0
681478,חולון,נאות שושנים,100,4,3,750,5300,1,1,1,1,1,0,1,0,0,0,0,0
681477,חדרה,בית אליעזר,110,4,1,800,3700,0,1,0,1,0,0,0,0,0,0,0,0
681476,קרית ביאליק,דרום,100,1,4,0,2600,1,1,0,1,1,0,0,0,0,0,0,0
681475,פתח תקווה,קרול,63,35,3,0,3700,0,1,0,1,0,0,0,0,0,0,0,0
681474,באר שבע,נווה זאב,147,5,6,1200,4150,0,1,1,1,1,0,0,0,0,0,0,0
681472,אור ים,אור ים,123,5,1,0,4300,0,0,1,1,1,1,0,0,0,0,0,0
681471,חריש,בצוותא,120,5,3,0,3000,0,0,1,0,1,1,0,0,0,0,0,0
681470,חריש,בצוותא,120,5,3,0,3000,0,0,1,0,1,1,0,0,0,0,0,0
681469,חיפה,הדר עליון,40,15,1,240,1650,0,1,0,1,0,1,1,0,0,0,0,0
681468,ירושלים,ארמון הנציב,45,1,3,500,2900,0,0,0,1,1,1,0,0,0,0,0,0
681467,נס ציונה,מרכז,100,4,6,0,6500,1,1,1,1,1,0,0,0,0,0,0,0
681466,ראשון לציון,רמב``ם,50,25,2,380,4200,0,0,0,1,1,0,0,0,0,0,0,0
681462,ראש העין,גבעת הסלעים,125,4,1,940,5300,0,1,0,1,1,1,1,0,0,0,0,0
681461,קרית מלאכי,כרמי הנדיב,103,4,7,750,4100,1,0,1,1,1,1,0,0,0,0,0,0
681460,ראשון לציון,קרית ראשון,90,4,0,0,5500,1,1,1,1,1,1,0,0,0,0,0,0
681458,רמת גן,הראשונים,45,15,0,300,3300,0,0,0,1,0,1,1,0,0,0,0,0
681457,רמת גן,הראשונים,45,15,0,300,3300,0,0,0,1,0,1,1,0,0,0,0,0
681456,פתח תקווה,כפר גנים ב,85,3,2,850,4000,0,1,0,1,0,0,0,0,0,0,0,0
681455,בני ברק,פרדס כץ,30,1,0,0,2300,0,1,0,1,1,0,0,0,0,0,0,0
681453,חריש,החורש,120,5,2,0,2800,0,0,1,1,1,1,0,0,0,0,0,0
681451,חולון,שיכון ותיקים,77,35,2,0,4400,0,1,0,1,1,0,0,0,0,0,0,0
681449,פתח תקווה,מחנה יהודה,135,5,2,1200,6200,0,1,1,1,1,1,1,0,0,0,0,0
681448,באר שבע,"שכונה י""א",75,1,3,500,2450,0,1,0,1,1,0,0,0,0,0,0,0
681444,חיפה,ורדיה,55,25,0,1,2850,0,0,0,1,0,0,0,0,0,0,0,0
681443,תל אביב יפו,מונטיפיורי,75,1,1,800,8500,1,1,1,1,1,1,0,0,0,0,0,0
681442,בני ברק,תל גיבורים,86,4,2,0,4300,0,1,1,1,1,0,0,0,0,0,0,0
681441,בני ברק,תל גיבורים,86,4,2,0,4300,0,1,1,1,1,0,0,0,0,0,0,0
681440,חולון,נאות רחל,110,4,2,750,4800,0,1,1,1,0,1,0,0,0,0,0,0
681439,בת ים,רמת הנשיא,120,4,4,1100,5350,0,1,0,1,1,0,0,0,0,0,0,0
681438,רמת גן,נוה יהושע,120,5,1,0,8000,0,0,1,1,1,1,0,0,0,0,0,0
681437,כרמיאל,האירוסים,70,3,2,0,2500,0,0,0,1,0,0,0,0,0,0,0,0
681432,ירושלים,מרכז העיר,75,4,9,0,6500,0,1,0,0,0,0,0,0,0,0,0,0
681431,אזור,בן גוריון,66,3,3,520,4400,0,1,0,1,1,0,0,0,0,0,0,0
681430,בת ים,דרום מערב,72,25,0,780,3900,0,0,0,1,0,0,0,0,0,0,0,0
681429,ירושלים,ארמון הנציב,1,1,0,0,3000,0,1,0,1,0,0,0,0,0,0,0,0
681428,בית אל,אבני דרך,130,4,4,0,3700,1,0,1,0,1,1,0,0,0,0,0,0
681427,תל אביב יפו,קרית שלום,87,3,3,540,4200,0,1,0,1,1,1,0,0,0,0,0,0
681426,באר שבע,שכונה ו,90,4,1,0,2500,0,0,0,1,0,0,1,0,0,0,0,0
681425,חיפה,שער העליה,50,2,3,0,2700,0,1,1,1,0,0,0,0,0,0,0,0
681424,רמת גן,גן ערמונים,105,4,0,0,6750,0,0,1,1,1,1,0,0,0,0,0,0
681423,רמת גן,גן ערמונים,105,4,0,0,6750,0,0,1,1,1,1,0,0,0,0,0,0
681421,G פתח תקווה, עין גנים,100,4,4,0,4700,0,0,1,1,1,0,0,0,0,0,0,0
681420,נתניה,פרדס הגדוד,60,1,2,300,3500,1,0,0,1,0,0,0,0,0,0,0,0
681419,פתח תקווה,עין גנים,100,4,4,0,4700,0,0,1,1,1,0,0,0,0,0,0,0
681418,תל אביב יפו,נווה חן,100,4,1,587,5400,0,0,1,1,0,0,0,0,0,0,0,0
681416,לוד,חסכון ג,34,2,4,200,2400,0,1,0,1,1,0,1,0,0,0,0,0
